subject,20220508,20220509,20220510,20220511,cage
1.1,10.670769230769153,7.1839999999999336,9.285749999999876,9.923499999999915,1
1.4,6.5941025641024495,5.9347499999999025,9.346249999999902,14.126749999999907,1
2.2,6.7661538461537765,7.791499999999891,5.317749999999913,18.952499999999965,1
2.3,3.979999999999898,3.64574999999992,4.596249999999914,5.392249999999859,1
