subject,20220508,20220509,20220510,20220511,cage
1.1,10.863589743589666,7.1839999999999336,9.314499999999878,9.92699999999991,1
1.4,6.5941025641024495,5.9347499999999025,9.346249999999902,19.386499999999902,1
2.2,7.114102564102486,7.791499999999891,5.317749999999913,24.289499999999915,1
2.3,3.979999999999898,3.64574999999992,4.596249999999914,5.392249999999859,1
